55	8/4/21 18:13:12	8/4/21 18:27:06	anonymous		4	3	4	4	5	4	4	4	Frecuente	Si ya las manejo es por que trabajo muy frecuentemente en ellas y esta implícito el hecho de que pasó en constante actualización de conocimientos. 	Frecuente	Depende de si los proyectos son de un mismo producto o empresa, si se trabaja con el mismo producto es poco frecuente que se cambie de tecnología. En mi caso cambió de producto constantemente. 	Sí	UNAH	No			Banco Atlántida;BAC ;	Desarrollo de software;Marketing Digital ;	Desarrollo e integración de servicios multicanal. Parametrización de interfaces. Tareas automáticas para  transacciones por lotes. ETL	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Genexus, RPG, C#, Java, SQL	4	3	3	5	3	1	3	1	2	1	1	1	1	3	SQL Server;Db2;	Windows;Linux;	Java ;C#;																																														
56	8/4/21 18:26:06	8/4/21 18:30:31	anonymous		5	5	5	5	5	3	5	4	Frecuente	Donde yo trabajo generalmente no cambian	Poco frecuente	En este momento no me he visto en la necesidad, Pero estoy claro que debo hacerlo	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Desarollo	Conocimientos de lenguajes de programación;	Tecnologias en servicios web	4	4	3	3	4	1	2	4	5	3	3	3	4	2	Db2;	Windows;Linux;	Java ;C++;JavaScript ;C#;Python;																																														
57	8/4/21 18:27:34	8/4/21 18:33:51	anonymous		4	4	5	4	4	5	4	4	Poco frecuente	Solamente cuando vuelvo a necesitar dicho conocimiento	Frecuente	Trato de aprender un lenguaje de programación cada 6 meses, o en caso de estar interesado en uno anterior, seguir avanzando durante 3 meses	Sí	UNAH	Sí	Diseño y Administración de Redes de Datos;	Darme una competencia extra sobre el promedio de Ingenieros.	Banco Atlántida;	Desarrollo de software;	- Desarrollo de soluciones a incidentes presentados a diario a nivel de aplicativos. - Desarrollo de proyectos para mejora de aplicativos o creación de los mismos.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimientos intermedios de administración de servidores;	- Genexus - Bases de Datos - C# - Diagramas de flujo	5	5	5	4	3	3	1	4	3	3	2	3	5	4	Db2;SQL Server;Oracle;	Windows;Linux;	Java ;C#;JavaScript ;																																														
58	8/4/21 18:25:59	8/4/21 18:34:35	anonymous		5	3	5	5	5	5	4	4	Muy frecuente	Para poder brindar soluciones tecnologicas mas rapidas y nuevos metodos o formas de solucionar problemas.	Frecuente	Cade 3 o y meses.	Sí	UNICAH	No			Banco Atlántida;	Desarrollo de software;	Analisis y Desarrollo de aplicaciones Web y de Escritorio. Conexiones a Base de datos. Pruebas Internas.	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones web;	Nose	5	5	3	4	5	3	3	5	5	3	4	4	5	5	SQL Server;MySQL;Db2;Oracle;	Linux;Windows;	Java ;JavaScript ;C#;PHP;																																														
59	8/4/21 18:46:56	8/4/21 18:50:35	anonymous		5	4	5	5	5	5	5	5	Frecuente	Es necesario debido a el lanzamiento de nuevas tecnologías	Frecuente	Es necesario en el ámbito laboral	Sí	Banco Atlántida	No			Banco Atlántida;	Desarrollo de software;	Desarrollo	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones web;	Gnexus	5	5	5	5	5	5	5	5	5	5	5	5	5	5	SQL Server;Oracle;MySQL;Db2;	Windows;Linux;	Java ;JavaScript ;C#;PHP;																																														
60	8/4/21 18:47:24	8/4/21 18:51:52	anonymous		5	3	5	5	2	4	2	3	Poco frecuente	No hay necesidad de actualizarlas muy frecuentemente porque este depende del área de trabajo y la empresa donde uno se encuentra	Poco frecuente	La necesidad de aprender algo nuevo depende del área de trabajo 	Sí	UNITEC	No			Banco Atlántida;	Desarrollo de software;	Desarrollo y servicio al cliente 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones web;Conocimientos de lenguajes de programación;	Genexus	3	3	3	3	3	3	3	5	3	4	3	2	4	4	Oracle;SQL Server;MySQL;	Windows;	Java ;C++;																																														
61	8/4/21 18:46:56	8/4/21 18:52:49	anonymous		5	5	5	5	5	5	5	5	Poco frecuente	Comodidad al conocimiento actual 	Poco frecuente	No he necesitado por los momentos	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Desarrollo de software, específicamente web service, backend.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Bases de datos y programación	5	5	3	3	3	3	2	4	5	4	2	3	5	3	Oracle;SQL Server;	Windows;	Java ;C#;																																														
62	8/4/21 19:09:04	8/4/21 19:14:41	anonymous		5	5	5	5	5	5	4	5	Poco frecuente	Aproximadamente 3 o 4 veces al año	Poco frecuente	Me gusta centrarme en una sola dominarla bien y pasar a otra 	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Solución de problemas 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Java 	5	2	2	5	4	1	1	5	3	3	1	3	5	5	SQL Server;MySQL;MongoDB;Oracle;	Windows;Linux;	Java ;JavaScript ;C++;Python;C#;PHP;																																														
63	8/4/21 19:09:32	8/4/21 19:15:50	anonymous		5	3	4	5	5	4	4	5	Poco frecuente	Poco tiempo para estudiar después del trabajo, y agotamiento	Poco frecuente	Salen muchas tecnologías que cuando termino de aprender una, ya hay otra nueva	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Desarrollo de proyectos de software 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Manejo de base de datos Oracle. Y lenguajes de programación poco usados	3	2	4	5	3	2	4	5	1	1	1	1	5	2	Oracle;SQL Server;	Linux;Windows;	C#;PHP;Java ;																																														
64	8/4/21 19:32:35	8/4/21 19:36:50	anonymous		5	3	3	4	5	3	4	4	Muy frecuente	Por el avance de la tecnología. 	Muy fecuente	Mensualmente 	Sí	UNAH	Sí	Análisis y Diseño de Software;	Certificados de Oracle	Banco Atlántida;Banco Ficohsa;	Base de Datos;Desarrollo de software;	Administración de base de datos y desarrollo de software. 	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);	Desarrollo 	5	4	5	5	5	5	3	4	5	4	3	3	5	5	Oracle;SQL Server;	Windows;Linux;	Java ;C#;JavaScript ;Python;																																														
65	8/4/21 19:33:52	8/4/21 19:41:43	anonymous		5	2	4	5	5	4	3	5	Poco frecuente	Ya no me dedico a programar	Poco frecuente	He orientado mi carrera profesional a trabajar en roles de project management 	Sí	UTH	No			Banco Ficohsa;	Desarrollo de software;	Desarrollo de software  Dirección de equipos de desarrollo bajo frameworks waterfall y SCRUM. Negociación con proveedores Seguimiento de proyectos.	PL/SQL;	Java	5	2	2	5	5	1	1	5	5	4	1	2	5	1	PostgreSQL;Oracle;SQL Server;	Linux;Windows;	Java ;Python;PHP;JavaScript ;																																														
66	8/4/21 19:53:59	8/4/21 19:58:12	anonymous		3	3	3	3	3	3	3	3	Poco frecuente	Poco acceso.	Poco frecuente	Falta de tiempo 	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Análisis y desarrollo de aplicativos 	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);	Temenos  Oracle forms	3	2	2	2	3	2	2	2	2	2	2	1	1	1	Oracle;SQL Server;MySQL;	Windows;	Java ;JavaScript ;C++;																																														
67	8/4/21 19:52:46	8/4/21 19:58:29	anonymous		5	5	5	5	5	5	5	5	Muy frecuente	Prácticamente a diario ya que en eso me desempeño	Frecuente	Tengo que estar actualizado en las tecnologías de vanguardia	Sí	UNAH	No			Banco Atlántida;	Desarrollo de software;	Análisis, desarrollo e implementación de software	Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Desarrollo de frontend	4	4	4	5	2	3	5	4	3	3	4	3	5	4	Oracle;SQL Server;	Windows;Linux;	JavaScript ;Java ;C#;																																														
68	8/4/21 19:49:45	8/4/21 19:58:50	anonymous		4	4	3	5	5	4	4	4	Frecuente	Para estar al tanto de nuevas formas de realizar los trabajos para mejorar la eficiencia de los procesos	Frecuente	Para estar al tanto de nuevas formas de realizar los trabajos para mejorar la eficiencia de los procesos	Sí	UNICAH	No			Banco Ficohsa;	Base de Datos;Desarrollo de software;	Desarrollo de software, creación de procedimientos almacenados, creación de proceso automáticos	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimiento en creación y mantenimiento de aplicaciones web;	Integration services y reforzar mejores prácticas para el uso de las bases de datos	4	3	4	4	4	3	3	4	4	4	4	3	4	4	SQL Server;Oracle;	Windows;	Java ;C#;																																														
69	8/4/21 19:56:41	8/4/21 20:01:33	anonymous		5	3	5	5	5	5	5	5	Muy frecuente	Para resolver problemas 	Poco frecuente	Falta de tiempo y zona de confort en el trabajo 	Sí	UNAH	Sí	Scrum;	Querer aportae un conocimiento completo en el area	Banco Ficohsa;	Desarrollo de software;	Desarrollo y mantenimiento de software 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Oracle, PL/SQL	5	3	4	5	1	5	3	5	4	3	1	2	4	4	Oracle;MySQL;SQL Server;PostgreSQL;	Windows;Linux;Unix;	Java ;JavaScript ;C++;																																														
70	8/4/21 19:45:43	8/4/21 20:01:40	anonymous		5	3	5	5	3	5	3	5	Frecuente	Dados los distintos proyectos personales en los que trabajo, cada vez que es algo nuevo, lo hago con lo más reciente.	Poco frecuente	Depende de las necesidades que tenga. No he necesitado últimamente aprender algo nuevo.	Sí	UNICAH	Sí	Análisis y Diseño de Software;	La empresa me certificó	Banco Atlántida;	Desarrollo de software;Base de Datos;	Desarrollo de la capa media desde el backend como el front end, analizando y diseñando cada una de las soluciones a implementar.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Bases de datos y desarrollo de front end. Aprender distintos frameworks como Entity Framework en .Net y React en javascript.	3	5	3	3	2	1	3	2	2	2	2	4	3	5	Oracle;SQL Server;	Linux;Windows;	Java ;C#;JavaScript ;																																														
71	8/4/21 19:55:55	8/4/21 20:01:55	anonymous		4	4	5	5	5	5	4	5	Frecuente	1 veces al mes	Poco frecuente	1 vez cada 3 meses	Sí	UNAH	No			Banco Ficohsa;	Base de Datos;Desarrollo de software;	Análisis, diseño, desarrollo y resolución de incidentes 	Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);	Lenguaje java	4	4	4	3	3	2	3	4	3	4	4	3	3	3	Oracle;MySQL;SQL Server;	Unix;Windows;	Java ;C#;																																														
72	8/4/21 19:57:11	8/4/21 20:03:11	anonymous		5	5	5	5	4	5	5	5	Muy frecuente	Se realizan actividades cotidianas 	Frecuente	Trato de reforzar conocimientos sobre las tecnologías que se manejan 	Sí	UNAH	Sí	Gestión de Proyectos;Análisis y Diseño de Software;	Mejor calificado	Banco Ficohsa;	Base de Datos;Desarrollo de software;	Fábricas de Software 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	JBASE, TAFJ, TAFC	5	5	5	1	1	1	1	5	1	5	1	1	5	3	Oracle;SQL Server;PostgreSQL;	Linux;Unix;Windows;	Java ;C#;																																														
73	8/4/21 19:54:51	8/4/21 20:03:16	anonymous		3	4	3	3	4	5	5	4	Frecuente	Frecuente porque a veces uno se dedica a otros asuntos personales, y no queda suficientr tiempo, y en otras ocasiones puedes dedicarte a actualizar otros conocimientos. 	Frecuente	Frecuente porque hay que enfocarse primero en una sola tecnología para poder dominarla, e ir aprendiendo una tecnología a la vez	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Soporte técnico y desarrollo de plataforma CRM de tarjetas 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Manejo de CRM	5	4	4	4	4	4	4	5	4	3	4	4	5	4	Oracle;SQL Server;MySQL;	Windows;Linux;	Java ;JavaScript ;C#;PHP;																																														
74	8/4/21 19:50:39	8/4/21 20:04:25	anonymous		5	4	5	4	5	5	5	4	Poco frecuente	Falta de tiempo por temas de trabajo.	Frecuente	Falta de tiempo por temas de trabajo.	Sí	UNAH	No			Banco Ficohsa;	Datawarehouse;	Temas de base de datos, reporteria, Construcción de modelos estrellas, dimensiones de Exploración sobre  herramientas de BI, manejo y administración de datos sobre metodologías de  almacenamiento Data Vault.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Base de Datos Oracle y Sybase, Herramienta BI, Herramientas de ETL' s, Herramientas de Reporteria, Oracle Forms and Reports.	4	4	4	4	4	4	4	5	5	4	4	4	5	5	Oracle;SQL Server;Sybase;PostgreSQL;	Windows;Linux;	Java ;JavaScript ;C++;Python;C#;PHP;																																														
75	8/4/21 19:59:15	8/4/21 20:06:56	anonymous		5	4	4	4	5	4	4	4	Muy frecuente	Porque dia a dia en mi trabajo tengo situaciones nuevas 	Frecuente	Porque si se necesita realizar un proyecto con diferente tecnología tengo que aprenderla para poder desarrollar 	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Desarrollo de Mejoras de aplicaciones 	Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Nuevos lenguajes de programación 	5	4	3	4	4	3	2	4	3	4	2	2	4	3	Oracle;SQL Server;MySQL;	Windows;Linux;	Java ;C++;C#;JavaScript ;																																														
76	8/4/21 20:02:58	8/4/21 20:07:15	anonymous		5	5	5	5	4	5	5	4	Muy frecuente	Porque se pasan actualizando, por lo cual es necesario ser autodidacta 	Frecuente	Si me interesa algo, lo investigo porque sé que es importante 	Sí	UNAH	Sí	Gestión de Proyectos;	Abre más puertas	Banco Atlántida;Banco Ficohsa;	Desarrollo de software;Administración de Proyectos;	Diferentes administraciones de sistemas, desarrollo de software, administración de proyectos 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Jbase	3	3	3	4	4	2	3	5	3	4	1	2	4	4	Oracle;SQL Server;	Windows;Linux;	Java ;JavaScript ;C++;C#;PHP;																																														
77	8/4/21 20:05:34	8/4/21 20:10:20	anonymous		3	3	5	4	4	5	4	4	Poco frecuente	2 o 3 veces al año	Frecuente	2 o 3 veces al año	Sí	CEUTEC	No			Banco Ficohsa;	Desarrollo de software;	Analisista de software Desarrollador	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Base de datos y servicios web	4	2	3	3	3	3	3	4	4	3	2	2	4	3	Oracle;SQL Server;MySQL;	Windows;Linux;	Java ;JavaScript ;PHP;Python;																																														
78	8/4/21 20:11:20	8/4/21 20:24:09	anonymous		4	3	5	5	5	3	5	5	Muy frecuente	Muy a menudo salen nuevas actualizaciones que se  requiere implementar en los sistemas que están desarrollados en dichas tecnologías 	Frecuente	La demanda del mercado requiere aprender nuevas tecnologías, sino se queda obsoleta y sin trabajo 	Sí	UNAH	Sí	Redes y comunicaciones ;Seguridad de la Información;	Poder comprobar lo que se 	Banco Atlántida;Banco Ficohsa;BAC ;	Base de Datos;Desarrollo de software;Seguridad informática;	Seguridad informática. Analistas, desarrollador de sistey	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Sql Server, oracle, DB2 .Net, Java, PHP, Jbase, Genexus  T24, oracle form, AS400 Docker, kubernete 	3	3	3	5	1	1	3	5	5	3	5	4	5	3	Oracle;SQL Server;MySQL;Db2;	Windows;Linux;	Java ;JavaScript ;C#;																																														
79	8/4/21 20:24:30	8/4/21 20:34:02	anonymous		5	3	5	5	5	5	5	5	Frecuente	La frecuencia segun sea necesario para el desempeño de mis funciones.	Frecuente	Segun sea necesario en el desempeño de mis funciones, hay proyectos que requieren aprender nuevas tecnologias. 	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Desarrollo de software	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Ninguna solo act conocimientos.	5	3	3	3	3	3	3	4	1	3	3	3	4	5	Oracle;SQL Server;PostgreSQL;	Windows;Linux;	Java ;JavaScript ;PHP;																																														
80	8/4/21 20:29:58	8/4/21 20:38:20	anonymous		5	4	4	5	5	4	5	5	Poco frecuente	Muchas veces en el día a día, ya sea por el trabajo o asuntos personales no es posible cursar un seminario para conocer nuevas tecnologías o ya sea ingresar a algún curso.	Poco frecuente	Similar a la respuesta anterior.	Sí	UNAH	No			Banco Ficohsa;	Control de Cambios TI;	Evaluación, revisión de cambios para su pase a producción.  Resolución de incidentes a usuarios internos de banco. Gestión de incidentes como incident mánager. Accesos y permisos a usuarios internos de banco.	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);	N/A	2	1	1	1	1	0	0	1	3	2	1	1	0	1	Oracle;SQL Server;PostgreSQL;MySQL;	Windows;Linux;Unix;	JavaScript ;Java ;																																														
81	8/4/21 20:38:43	8/4/21 20:42:13	anonymous		5	5	5	5	5	5	5	5	Poco frecuente	El área no cambia mucho	Poco frecuente	Salen pocas 	Sí	UNAH	No			Banco Ficohsa;	Base de Datos;	Datawarehouse	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;	Sql	4	4	4	4	2	2	4	4	4	3	3	3	5	5	Oracle;SQL Server;PostgreSQL;Db2;	Windows;Linux;Unix;	JavaScript ;C++;Python;C#;																																														
82	8/4/21 20:28:34	8/4/21 20:57:16	anonymous		5	2	4	2	3	3	4	4	Muy frecuente	Si es una tecnologia que domino... forzosamente necesitas actualizarte para poder estar en el mercado.	Frecuente	Si bien es cierto las empresas bancarias son un poco renuentes a las nuevas teconologias.... dependera de tu perfil o cargo que ocupes... si tienes un perfil full stack por ejemplo tienes mas posibilidades de aprender mas tecnologias.... si en cambio eres especialista en alguna tecnologia dificilmente aprenderas nuevas.	Sí	UNAH	Sí	Salesforce ;	Como especialista en alguna plataforma te concentras en formar una carrera... y si logras cerrificarte tu perfil se vuelve  mas vistoso y atractivo te vendes mejor al mercado laboral.	Banco Ficohsa;BAC ;	Desarrollo de software;Architectura y diseno de software;	- Analisis y diseno de software - Desarrollo de software 	Conocimiento en creación y mantenimiento de aplicaciones móviles;Conocimiento en creación y mantenimiento de aplicaciones web;Administración de redes de datos;Conocimientos de lenguajes de programación;Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);	Mas que tecnologias son Habilidades blandas	2	1	1	5	2	4	0	3	2	1	1	3	4	1	SQL Server;	Windows;Linux;	Java ;JavaScript ;Python;PHP;C#;Frameworks JavaScript ;																																														
83	8/4/21 21:13:42	8/4/21 21:21:30	anonymous		5	4	5	5	5	5	5	5	Frecuente	Por el tipo de trabajo que desempeño 	Poco frecuente	Debido a la disponibilidad de tiempo. 	Sí	UNAH	No			Banco Ficohsa;	Desarrollo de software;	Desarrollo Análisis y diseño	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Desarrollo en área de backend	5	4	4	3	5	3	3	5	2	2	2	2	3	4	Oracle;SQL Server;MySQL;	Windows;	Java ;PHP;Python;C++;JavaScript ;C#;																																														
84	8/4/21 23:23:59	8/4/21 23:36:09	anonymous		5	3	3	5	5	5	5	5	Poco frecuente	Tiempo	Frecuente	Retos laborales 	Sí	CEUTEC	No			Banco Ficohsa;	Desarrollo de software;Base de Datos;	Mejoras a sistemas y migraciones 	Conocimientos intermedios de base de datos (manejo de gestores, consultas, creaciones de usuarios, asignación de roles, etc.);Conocimientos de lenguajes de programación;Conocimiento en creación y mantenimiento de aplicaciones web;	Java, pl sql, VB.NET	4	2	3	3	3	0	2	5	3	3	3	3	5	4	Oracle;SQL Server;MongoDB;PostgreSQL;MySQL;	Windows;Linux;Unix;	Java ;JavaScript ;C++;Python;C#;																																														
85	8/5/21 13:33:22	8/5/21 13:39:22	anonymous		5	4	5	5	5	5	4	5	Poco frecuente	Por cuestión de Tiempo	Frecuente	Es necesario actualizarse en esta area, pero hay poco tiempo 	No																											No			Sí	Desarrollo de software ;Base de datos;Redes de datos;	Gusto propio	0	4	3	4	0	3		Clases de la universidad;Proyectos extracurriculares;	4	4	3	3	0	0	0	2	2	3	3	4	2	Modelo Vista-Controlador;	Clases de la universidad;	3	3	3	3	3	0	0		Cursos en Línea;Clases de la universidad;	Organización eficiente de las tablas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;Linux;	Clases de la universidad;	Funciones a realizar	Neutro	Es un buen sector pero también hay otros buenos	Sí	Me obligaria a aprender algo nuevo, lo cual siempre es bueno
86	8/5/21 13:54:53	8/5/21 14:07:28	anonymous		5	3	4	5	4	5	4	5	Frecuente	Para mantener un buen manejo y gestión de las mismas	Frecuente	Debido a mí area de trabajo es importante mantenerse en un aprendizaje constante 	No																											Sí	No		Sí	Desarrollo de software ;Redes de datos;Desarrollo Web;	Es lo que más me gusta	2	4	2	0	0	3	Typescript 4	Cursos en Línea;Proyectos extracurriculares;Leyendo documentación ;	4	4	4	1	1	0	3	4	3	3	4	3	2	Diseño por capas;Modelo Vista-Controlador;Microservicios;MVVM;	Cursos en Línea;Clases de la universidad;Terceros;	2	3	3	0	3	0	0		Clases de la universidad;	Organización eficiente de las tablas;Diseño de las llaves primarias y las llaves foráneas;Diseño de las relaciones entre tablas;Normalización de la base de datos;	Windows;iOS;	De forma empírica ;	El sueldo	Neutro	Buena paga	Sí	Para ganar experiencia y aprender cosas nuevas que pueden ser se utilidad en el futuro